0,671930.9640999777,3559376.3970241616,7
1,671660.3851929683,3546840.6176224034,0
2,673676.3646278039,3553858.0056880014,7
3,673250.7307079288,3534735.7903573061,6
4,673250.7307079288,3534735.7903573061,6
5,664664.2897985816,3551443.6621182668,4
6,665784.2928779606,3545903.6095191371,5
7,670139.03445006,3546122.9007781297,0
8,665713.1935245584,3546396.9430681458,5
9,669249.9887832988,3549048.44969801,0
10,677489.4237559697,3538264.0098638805,6
11,667403.2576188646,3553762.1310220934,4
12,666010.4678384138,3554045.1674548946,4
13,667093.9912040522,3553867.4286640864,4
14,669113.6216474185,3548405.6711725863,5
15,665504.9060004362,3540044.5572749963,3
16,669374.8788573288,3547609.4073499944,5
17,664763.5283344593,3548375.5746578267,5
18,673583.417551894,3557178.4787037135,7
19,672529.1082505434,3555481.5717672245,7
20,669180.9012607959,3549841.3020497537,4
21,677896.7773920794,3557193.2755759922,7
22,674884.044369693,3559464.8278773688,7
23,669642.1815768975,3551114.1168360854,4
24,670538.9919649607,3553726.0359246316,4
25,666636.1312033203,3540124.3052312895,3
26,673398.8570693212,3545852.1815422429,0
27,667598.8498024072,3547351.2397032217,5
28,669422.3257888763,3546799.2880237806,5
29,671052.9867570954,3556302.3348001088,7
30,673072.6570474452,3538196.545245213,6
31,667431.5409378184,3549807.1726066293,4
32,667431.5409378184,3549807.1726066293,4
33,667431.5409378184,3549807.1726066293,4
34,667431.5409378184,3549807.1726066293,4
35,667431.5409378184,3549807.1726066293,4
36,667431.5409378184,3549807.1726066293,4
37,667431.5409378184,3549807.1726066293,4
38,667431.5409378184,3549807.1726066293,4
39,667431.5409378184,3549807.1726066293,4
40,667431.5409378184,3549807.1726066293,4
41,667431.5409378184,3549807.1726066293,4
42,667431.5409378184,3549807.1726066293,4
43,667431.5409378184,3549807.1726066293,4
44,667431.5409378184,3549807.1726066293,4
45,667431.5409378184,3549807.1726066293,4
46,667431.5409378184,3549807.1726066293,4
47,667431.5409378184,3549807.1726066293,4
48,667431.5409378184,3549807.1726066293,4
49,667431.5409378184,3549807.1726066293,4
50,667431.5409378184,3549807.1726066293,4
51,667431.5409378184,3549807.1726066293,4
52,667431.5409378184,3549807.1726066293,4
53,667431.5409378184,3549807.1726066293,4
54,667431.5409378184,3549807.1726066293,4
55,667431.5409378184,3549807.1726066293,4
56,667431.5409378184,3549807.1726066293,4
57,667431.5409378184,3549807.1726066293,4
58,667431.5409378184,3549807.1726066293,4
59,676362.5021921499,3546276.364694254,0
60,673088.5593820371,3534541.4762282139,6
61,676362.5021921499,3546276.364694254,0
62,676362.5021921499,3546276.364694254,0
63,678493.4113789299,3559231.040862523,7
64,676362.5021921499,3546276.364694254,0
65,675652.2637917751,3550309.4930106285,0
66,666033.6470495034,3553552.8944623689,4
67,660312.1224539247,3545145.1840232429,1
68,665559.3038560135,3556097.1573208929,4
69,670468.4991253295,3548713.688056428,0
70,679143.1121591916,3556582.5027209413,7
71,668850.9485759578,3555635.948174336,4
72,668218.9198407982,3557348.362000498,4
73,668512.3513312747,3548053.5441787974,5
74,661445.3456986931,3544720.2349207611,1
75,677206.3234358567,3549409.9432959096,0
76,668512.3513312747,3548053.5441787974,5
77,664097.6531639812,3543787.1317265723,5
78,671996.152053179,3558928.1506290631,7
79,664097.6531639812,3543787.1317265723,5
80,666992.0552281352,3545264.8190267673,5
81,665958.1448793046,3537541.7740960084,3
82,670680.4598417361,3549383.471392673,0
83,673563.4838323706,3560020.0231555011,7
84,659085.1085504836,3538178.8936753748,3
85,668941.3944692386,3552818.9813826797,4
86,673895.9874670666,3534788.9420301085,6
87,674385.6231679384,3545930.7890418041,0
88,674385.6231679384,3545930.7890418041,0
89,666271.5547361061,3549483.68434384,5
90,666116.7796220609,3556101.6774661681,4
91,682084.6051840663,3556750.0780877681,7
92,682033.2893345741,3560654.1576974066,7
93,672297.1479576754,3549958.3980572312,0
