0,671930.9640999777,3559376.3970241616,0
1,671660.3851929683,3546840.6176224034,1
2,673676.3646278039,3553858.0056880014,2
3,673250.7307079288,3534735.7903573061,4
4,673250.7307079288,3534735.7903573061,4
5,664664.2897985816,3551443.6621182668,5
6,665784.2928779606,3545903.6095191371,6
7,670139.03445006,3546122.9007781297,1
8,665713.1935245584,3546396.9430681458,6
9,669249.9887832988,3549048.44969801,1
10,677489.4237559697,3538264.0098638805,4
11,667403.2576188646,3553762.1310220934,5
12,666010.4678384138,3554045.1674548946,5
13,667093.9912040522,3553867.4286640864,5
14,669113.6216474185,3548405.6711725863,1
15,665504.9060004362,3540044.5572749963,6
16,669374.8788573288,3547609.4073499944,1
17,664763.5283344593,3548375.5746578267,6
18,673583.417551894,3557178.4787037135,0
19,672529.1082505434,3555481.5717672245,2
20,669180.9012607959,3549841.3020497537,1
21,677896.7773920794,3557193.2755759922,2
22,674884.044369693,3559464.8278773688,0
23,669642.1815768975,3551114.1168360854,5
24,670538.9919649607,3553726.0359246316,2
25,666636.1312033203,3540124.3052312895,6
26,673398.8570693212,3545852.1815422429,1
27,667598.8498024072,3547351.2397032217,6
28,669422.3257888763,3546799.2880237806,1
29,671052.9867570954,3556302.3348001088,0
30,673072.6570474452,3538196.545245213,3
31,667431.5409378184,3549807.1726066293,5
32,667431.5409378184,3549807.1726066293,5
33,667431.5409378184,3549807.1726066293,5
34,667431.5409378184,3549807.1726066293,5
35,667431.5409378184,3549807.1726066293,5
36,667431.5409378184,3549807.1726066293,5
37,667431.5409378184,3549807.1726066293,5
38,667431.5409378184,3549807.1726066293,5
39,667431.5409378184,3549807.1726066293,5
40,667431.5409378184,3549807.1726066293,5
41,667431.5409378184,3549807.1726066293,5
42,667431.5409378184,3549807.1726066293,5
43,667431.5409378184,3549807.1726066293,5
44,667431.5409378184,3549807.1726066293,5
45,667431.5409378184,3549807.1726066293,5
46,667431.5409378184,3549807.1726066293,5
47,667431.5409378184,3549807.1726066293,5
48,667431.5409378184,3549807.1726066293,5
49,667431.5409378184,3549807.1726066293,5
50,667431.5409378184,3549807.1726066293,5
51,667431.5409378184,3549807.1726066293,5
52,667431.5409378184,3549807.1726066293,5
53,667431.5409378184,3549807.1726066293,5
54,667431.5409378184,3549807.1726066293,5
55,667431.5409378184,3549807.1726066293,5
56,667431.5409378184,3549807.1726066293,5
57,667431.5409378184,3549807.1726066293,5
58,667431.5409378184,3549807.1726066293,5
59,676362.5021921499,3546276.364694254,1
60,673088.5593820371,3534541.4762282139,4
61,676362.5021921499,3546276.364694254,1
62,676362.5021921499,3546276.364694254,1
63,678493.4113789299,3559231.040862523,0
64,676362.5021921499,3546276.364694254,1
65,675652.2637917751,3550309.4930106285,2
66,666033.6470495034,3553552.8944623689,5
67,660312.1224539247,3545145.1840232429,6
68,665559.3038560135,3556097.1573208929,5
69,670468.4991253295,3548713.688056428,1
70,679143.1121591916,3556582.5027209413,2
71,668850.9485759578,3555635.948174336,0
72,668218.9198407982,3557348.362000498,0
73,668512.3513312747,3548053.5441787974,6
