12725623.2468,837.899574453,135.680901894,837.899574453
12725534.3513,219.267081219,59.6664611393,219.267081219
12725508.6391,317.502522361,71.6685921933,317.502522361
12725485.0406,230.6512129,60.8988341046,230.6512129
12725519.2902,826.51656266,162.513891677,826.51656266
12725496.8794,887.738972164,161.965815873,887.738972164
12725510.4984,884.182446813,163.098876192,884.182446813
12725532.6968,871.367076545,163.676419145,871.367076545
12725540.0118,868.513139537,160.209626746,868.513139537
12725470.2772,835.059073289,155.578159208,835.059073289
12725462.975,848.588634755,159.642675884,848.588634755
12725448.8494,807.297393556,155.27696519,807.297393556
12725489.158,915.503679503,164.884609275,915.503679503
12725438.2479,807.292198216,155.276287109,807.292198216
12725585.9508,1223.98089826,168.935573433,1223.98089826
12725507.2819,361.298522431,76.6387450108,361.298522431
12725531.9834,347.724350607,80.0632373798,347.724350607
12725461.8141,260.623111939,65.2214310334,260.623111939
12725439.211,260.621699226,65.2212313034,260.621699226
12725439.6158,227.52740521,62.2472278542,227.52740521
12725438.3956,135.740827737,47.961807657,135.740827737
12725462.6145,322.498008761,73.4239620645,322.498008761
12725531.4789,319.216854592,75.3803042801,319.216854592
12725483.4872,240.261983412,63.8654029597,240.261983412
12725484.0168,237.545641934,65.6512222701,237.545641934
12725507.2144,413.106961032,83.6088000406,413.106961032
12725460.3185,230.650494772,60.8987258118,230.650494772
12725589.1641,1091.60143972,159.53195016,1091.60143972
12725589.6939,1091.60628066,159.532253775,1091.60628066
12725588.6859,1091.59830911,159.531853993,1091.59830911
12725599.9977,524.640781345,111.12513429,524.640781345
12725637.7947,552.466744954,117.092232769,552.466744954
12725576.8776,325.833208635,98.2791758032,325.833208635
12725571.274,837.89957441,135.680901893,837.89957441
12725561.4246,391.189612801,97.1742799177,391.189612801
12725604.3975,388.529325986,96.5761505763,388.529325986
12725639.6858,562.3033769,114.371842896,562.3033769
12725669.5841,391.189314818,97.1743795835,391.189314818
12725673.2813,524.639006609,111.124843892,524.639006609
12725653.9285,923.061191776,137.11211033,923.061191776
12725651.2407,819.786175416,127.532153969,819.786175416
12725650.3652,796.811037556,124.863804108,796.811037556
12725650.711,773.002061933,122.215581759,773.002061933
12725674.5908,388.531003623,96.5763523531,388.531003623
