0,12725623.2468,570436.34131000005,1
1,12725534.3513,570357.94264999998,1
2,12725508.6391,570361.19941,3
3,12725485.0406,570361.72803999996,3
4,12725519.2902,570569.57579000003,2
5,12725496.8794,570567.65963999997,2
6,12725510.4984,570486.03582999995,3
7,12725532.6968,570486.74525000004,3
8,12725540.0118,570568.15255,2
9,12725470.2772,570566.11062000005,2
10,12725462.975,570486.83129999996,3
11,12725448.8494,570565.81180999998,2
12,12725489.158,570487.02303000004,3
13,12725438.2479,570484.41659000004,3
14,12725585.9508,570472.82903999998,0
15,12725507.2819,570391.77208000002,3
16,12725531.9834,570425.79429999995,3
17,12725461.8141,570396.21447000001,3
18,12725439.211,570365.05682000006,3
19,12725439.6158,570430.65491000004,3
20,12725438.3956,570400.94941999996,3
21,12725462.6145,570429.15691000002,3
22,12725531.4789,570389.66978999996,3
23,12725483.4872,570394.72964999999,3
24,12725484.0168,570428.78810000001,3
25,12725507.2144,570427.68940999999,3
26,12725460.3185,570364.18782999995,3
27,12725589.1641,570506.24791999999,0
28,12725589.6939,570573.38434999995,2
29,12725588.6859,570539.45279999997,2
30,12725599.9977,570397.51723999996,1
31,12725637.7947,570399.14939000004,1
32,12725576.8776,570366.07663999998,1
33,12725571.274,570435.23260999995,1
34,12725561.4246,570397.71140999999,1
35,12725604.3975,570362.05922000005,1
36,12725639.6858,570362.54495999997,1
37,12725669.5841,570437.17105,1
38,12725673.2813,570398.54217000003,1
39,12725653.9285,570475.05475000001,0
40,12725651.2407,570508.04437000002,0
41,12725650.3652,570542.22290000005,0
42,12725650.711,570576.15446999995,0
43,12725674.5908,570365.13398000004,1
